Id,Name,Language,keywords
1046326,mr. putter & tabby walk the dog,eng, cynthia_rylant hmh_books_for_young_readers eng tabby illustrations cat arthur illustrator
1012334,albert,en-US, donna_jo_napoli hmh_books_for_young_readers en-US albert morning twig weather begins
1066391,i went walking,eng, sue_____williams hmh_books_for_young_readers eng walkingwhat tale animal stroll catlooking
1008299,plain girl,en-US, virginia_sorensen hmh_books_for_young_readers en-US esther amish fears terrified world
1015434,let's clean up!,eng, peggy_perry_anderson hmh_books_for_young_readers eng mother joejoe toys toy joe
1093589,the top of the world: climbing mount everest,eng, steve_jenkins hmh_books_for_young_readers eng everest mountain climbing peak jenkins
1049477,music from a place called half moon,eng, jerrie_oughton hmh_books_for_young_readers eng edie houps jo summer cherokee
1065726,only you,eng, robin_cruise hmh_books_for_young_readers eng children child robin chodosirvine cruise
1046322,mr. putter & tabby paint the porch,eng, cynthia_rylant hmh_books_for_young_readers eng squirrel tabby tabbys porch paint
1005857,the legend of the lady slipper,eng, margi_preus hmh_books_for_young_readers eng slipper slippers flowers natures lady
1079652,island of the blue dolphins,eng, scott_o'dell hmh_books_for_young_readers eng novel book newbery sea beacheshere
1046325,mr. putter & tabby take the train,eng, cynthia_rylant hmh_books_for_young_readers eng pets cat train tabby putter
1046324,mr. putter & tabby stir the soup,eng, cynthia_rylant hmh_books_for_young_readers eng soup tabby cook stove homemade
1033206,mr. putter & tabby pour the tea,eng, cynthia_rylant hmh_books_for_young_readers eng rylant scribblespublishers putter cat gentle
1046323,mr. putter  tabby bake the cake,en-US, cynthia_rylant hmh_books_for_young_readers en-US cat putter christmas bake teaberry
1060848,seven spunky monkeys,eng, jackie_french_koller hmh_books_for_young_readers eng monkeys monkey monkeyswho mischief monday
1038554,sheep trick or treat,en-US, nancy_e._shaw hmh_books_for_young_readers en-US sheep halloween trickortreating wolves woods
1058036,napa valley: coffee table book,eng, gerald_hoberman hoberman_collection eng napa photographs valley rebecca portraits
1041565,cell,eng, stephen_king hodder eng pulse event riddell clayton insane
1089256,famous five 17-18,eng, enid_blyton hodder eng finniston farm fix
1050389,praying for sleep,en-GB, jeffery_deaver hodder en-GB psychopath hrubek schizophrenic michael incarceration
1049233,the bachman books,eng, richard_bachman hodder eng bachman stephen marathon future suspense
1089239,five on a secret trail,eng, enid_blyton hodder eng cottage anne ghostly lightsalternate camping
1033781,hearts in atlantis,eng, stephen_king hodder eng suspense novel bestselling masterpiece master
1050425,more twisted,en-GB, jeffery_deaver hodder_&_stoughton en-GB twisted author stories deaver jeffery
1071098,le caprice,eng, a.a._gill hodder_&_stoughton eng caprice restaurant lunch capon london
1055151,the butlerian jihad (legends of dune 1),eng, brian_herbert hodder_&_stoughton eng humanity machines masters humans space
1080518,blake,eng, william_blake hodder_&_stoughton eng poets poems poetry readings blake
1027082,god's smuggler to china,eng, brother_david hodder_&_stoughton eng gods bibles smuggling believers service
1050383,"the sleeping doll (kathryn dance, #1)",eng,"kathryn_dance,_#1 jeffery_deaver hodder_&_stoughton eng manson murders murderer crimes criminal"
1050402,mistress of justice,eng, jeffery_wilds_deaver hodder_&_stoughton eng publication novel rewritten standard deavers
1050391,speaking in tongues,en-GB, jeffery_deaver hodder_&_stoughton en-GB matthews tate preacher evangelistic shattered
1057657,"first among sequels (thursday next, #5)",eng,"thursday_next,_#5 jasper_fforde hodder_&_stoughton eng eyre thursdays jasper friday thursday"
1060222,"down to earth (colonisation, #2)",eng,"colonisation,_#2 harry_turtledove hodder_&_stoughton eng trilogy aliens worldwar colonisation invaded"
1030296,well groomed,eng, fiona_walker hodder_&_stoughton eng wedding niall tash fiancé bells
1025438,angels of death: inside the bikers' global crime empire,eng, william__marsden hodder_&_stoughton eng cartel crime criminal barger gang
1003292,"final friends trilogy (final friends, #1-3)",eng,"final_friends,_#1-3 christopher_pike hodder_&_stoughton eng party students final friends graduation"
1001550,insomnia,eng, stephen_king hodder_&_stoughton eng bestseller king cd unabridged classic
1048926,duma key,eng, stephen_king hodder_&_stoughton eng duma painting arts beach key
1060219,"homeward bound (tosev, #8)",eng,"tosev,_#8 harry_turtledove hodder_&_stoughton eng trilogy worldwar turtledoves aliens colonisation"
1055152,"paul of dune (heroes of dune, #1)",eng,"heroes_of_dune,_#1 brian_herbert hodder_&_stoughton_ltd eng dune dunethe herbert herberts paul"
1044799,no place for a woman,eng, suzanne_michelle hodder_&_stoughton_ltd. eng siren raven basketball jessica violet
1082224,"death wears a red hat (father koesler, #2)",eng,"father_koesler,_#2 william_x._kienzle hodder_and_stoughton eng murders homicide murder koesler executed"
1085496,let's get lost,eng, sarra_manning hodder_children's_books eng isabel atticus queen identity bitch
1003304,"remember me 3: the last story (remember me, #3)",eng,"remember_me,_#3 christopher_pike hodder_children's_books eng shari sharis storiesshari book immortal"
1003306,"the secret path (spooksville, #1)",eng,"spooksville,_#1 christopher_pike hodder_children's_books eng spooksvilles spooksville spooky adam witch"
1003299,monster,en-GB, christopher_pike hodder_children's_books en-GB hunger angela blood party shot
1050530,a swarm in may,eng, william_mayne hodder_children's_books eng owen beekeeper choir sing singing
1003307,the midnight club,en-GB, christopher_pike hodder_children's_books en-GB hospice dies tales stories death
1003317,road to nowhere,en-GB, christopher_pike hodder_children's_books en-GB thriller author stories antisuicide characters
1033503,"sugar and spice the pickpockets (home farm twins, #14)",eng,"home_farm_twins,_#14 jenny_oldfield hodder_children's_books eng squirrels thefts shop suspect doveton"
1021245,"piratica iii: the family sea (piratica, #3)",eng,"piratica,_#3 tanith_lee hodder_children's_books eng novel molly artemesia piratica tale"
1021244,"piratica (piratica, #1)",en-GB,"piratica,_#1 tanith_lee hodder_childrens en-GB artemesia piratica daughter pirate treasure"
1075997,cosa nostra:  a history of the sicilian mafia,eng, john_dickie hodder_headline eng mafia mafias sicilian cosa nostra
1060533,"out of the sky she came: the life of p.l. travers, creator of mary poppins",eng, valerie_lawson hodder_headline_australia eng poppins travers mary book photos
1026422,"wizard and glass (the dark tower, #4)",eng,"the_dark_tower,_#4 stephen_king hodder_headline_australia eng roland midworld stranded blaine crash"
1000633,the game of powers (nobilis),eng, r._sean_borgstrom hogshead_publishing eng nobilis powers power sovereign personification
1000655,nobilis,en-US, r._sean_borgstrom hogshead_publishing en-US nobilis sovereign gods excrucians creation
1067435,buckskin brigade,eng, jim_kjelgaard holiday_house eng frontiers adventurers trail prairie hunters
1083961,president george washington (a holiday house reader level 2),eng, david_a._adler holiday_house eng george inauguration biography washington president
1061000,the wing shop,eng, elvira_woodruff holiday_house eng matthew wild adventures home best
1062992,families are different,en-US, nina_pellegrini holiday_house en-US adopted korean families discovers different
1008883,"white man's justice, black man's grief",en-US, donald_goines holloway_house_publishing_company en-US robbery inmate jail chester gun
1023122,many deadly returns,eng, patricia_moyes holt_mcdougal eng tibbet detective inspector ouija balaclava
1081622,"the edwardian lady: the story of edith holden, author of the country diary of an edwardian lady",eng, ina_taylor holt_mcdougal eng illustrations pages drawings photographs page
1007710,how to survive and prosper as an artist: selling yourself without selling your soul,eng, caroll_michels holt_paperbacks eng galleries artists art gallery artist
1069354,the italian boy: a tale of murder and body snatching in 1830s london,eng, sarah__wise holt_paperbacks eng dickens anatomyas corpses cadaver londoners
1045071,the bates method for better eyesight without glasses,en-GB, william_h._bates holt_paperbacks en-GB eyesight eyeglasses glasses bates vision
1032630,canone inverso,eng, paolo_maurensig holt_paperbacks eng novel maurensig lneberg maurensigs paolo
1092991,never sniff a gift fish,eng, patrick_f._mcmanus holt_paperbacks eng fishing canoes hunting camping humerous
1022909,the stories of breece d'j pancake,eng, breece_d'j_pancake holt_rinehart_and_winston eng pancake pancakes writers writing fiction
1032564,"happy birthday unicorn (sweet pickles, #21)",eng,"sweet_pickles,_#21 jacquelyn_reinach holt,_rinehart_and_winston,_inc. eng unicorn mythological oldest old age"
1032548,"moody moose buttons (sweet pickles, #13)",eng,"sweet_pickles,_#13 richard_hefter holt,_rinehart_and_winston,_inc. eng moose moody mood smiles pouts"
1032550,"turtle throws a tantrum (sweet pickles, #20)",eng,"sweet_pickles,_#20 richard_hefter holt,_rinehart_and_winston,_inc. eng turtle temper tantrum scream kick"
1032562,"who can trust you, kangaroo? (sweet pickles, #11)",eng,"sweet_pickles,_#11 richard_hefter holt,_rinehart_and_winston,_inc. eng kangaroo tricks discovers friends amuse"
1032554,"yakety yak yak yak (sweet pickles, #25)",eng,"sweet_pickles,_#25 richard_hefter holt,_rinehart_and_winston,_inc. eng yakety monologue yakking yak longwinded"
1032556,"kiss me, i'm vulture (sweet pickles, #22)",eng,"sweet_pickles,_#22 richard_hefter holt,_rinehart_and_winston,_inc. eng vain vulture mirror snob dandy"
1047990,optimistic child,eng, martin_e.p._seligman houghton_mifflin eng optimism depression resilience depressed pessimism
1012205,life size,eng, jenefer_shute houghton_mifflin eng novel anorexia thinness tale darkly
1077582,black and white,eng, david_macaulay houghton_mifflin eng caldecott stories medal doublepage story
1048559,sequoyah: the cherokee man who gave his people writing,eng, james_rumford houghton_mifflin eng sequoyah writing poem cherokee literacy
1098026,where the sea used be,eng, rick_bass houghton_mifflin eng novel matthew geologist dudley geologists
1007394,rainstorm,eng, barbara_lehman houghton_mifflin eng lonely mysterious afternoon rainy key
1077325,discovering the american past: a look at the evidence,eng, william_bruce_wheeler houghton_mifflin eng history discovering book american learning
1076796,avalon,eng, anya_seton houghton_mifflin eng saxons rumon merewyn viking rumons
1052588,almost everyone's guide to economics,eng, john_kenneth_galbraith houghton_mifflin_company_(boston) eng economics economic institutions monetary theory
1097573,the same sea,eng, amos_oz houghton_mifflin_harcourt eng amos verse poetry novel oz
1064767,a field guide to western birds: a completely new guide to field marks of all species found in north america west of the 100th meridian and north of mexico,eng, roger_tory_peterson houghton_mifflin_harcourt eng birds birder western west species
1001309,islands,eng, dan_sleigh houghton_mifflin_harcourt eng pieternella cape novel colony colonywe
1074192,a painted field,eng, robin___robertson houghton_mifflin_harcourt eng poems robertson extraordinary dark robin
1059589,the siege of krishnapur,eng, j.g._farrell houghton_mifflin_harcourt eng subcontinent siege novels krishnapur rebellion
1077201,a stranger in the earth,eng, marcel_theroux houghton_mifflin_harcourt eng horace fox littlefair scrabble colefaxs
1077048,q,en-US, luther_blissett houghton_mifflin_harcourt en-US reformationin luther protestant papal catholic
1069315,ice moon,eng, jan_costin_wagner houghton_mifflin_harcourt eng murders kimmo murder detective murdered
1076667,the silmarillion,en-US, j.r.r._tolkien houghton_mifflin_harcourt en-US silmarillion tolkien tolkiens silmarils hobbit
1081560,"the history of the hobbit, part one: mr. baggins",eng, john_d._rateliff houghton_mifflin_harcourt eng hobbit tolkien literature writings book
1007302,the iron bridge,eng, david_e._morse houghton_mifflin_harcourt eng bridge maggie foster iron construction
1052867,the woman who flummoxed the fairies: an old tale from scotland,eng, heather_forest houghton_mifflin_harcourt_p eng fairies cakes bakerwoman tale forests
1058681,"the raphael affair (jonathan argyll, #1)",eng,"jonathan_argyll,_#1 iain_pears houghton_mifflin_harcourt_p eng paintings painting art raphael investigatelittle"
1013702,the meeting at telgte,eng, günter_grass houghton_mifflin_harcourt_p eng simplicissimus grimmelshausen gelnhausen literaturegunter baroque
1025216,nebula awards showcase 2000: the year's best sf and fantasy chosen by the science-fiction and fantasy writers,eng, gregory_benford houghton_mifflin_harcourt_p eng nebula writer writers bestselling awards
1063226,"build our nation (we the people, level 5)",eng, sarah_bednarz houghton_mifflin_school eng americas colonies nations americans founding
1028453,fueling the future: how the battle over energy is changing everything,eng, andrew_heintzman house_of_anansi_press eng fuel fueling hydrogen energy oil
1091921,the truth about stories: a native narrative,eng, thomas_king house_of_anansi_press eng literature book literary massey storytelling
1097449,the case of the restless redhead (perry mason mystery),eng, erle_stanley_gardner house_of_stratus eng bagby diamonds crime perry evelyn
1043453,moreu's other island,eng, brian_w._aldiss house_of_stratus eng manbeasts grotesque prosthetic new island
1025716,writing for magazines,eng, adèle_ramet how_to_books eng writers writing writer book published
1011694,broken on the back row: a journey through grace and forgiveness,eng, sandi_patty howard_books eng sandi patty vocalist artist mother
1039091,the doberman pinscher: brains and beauty,eng, joanna_walker howell_book_house eng doberman dobermans breed breedhowell grooming
1004085,lord of the beasts (fane #2),eng,fane_#2 susan_krinard hqn eng cordelia fleming hardcastle forest sequel
1072373,sex and the serial killer (cottonmouth #1),eng,cottonmouth_#1 jennifer_skully hqn eng bobbie housewife roberta killer ordinary
1041517,"sealed with a kiss (ty & hunter, #2)",eng,"ty_&_hunter,_#2 carly_phillips hqn eng offhunter molly gifford daniel hunters"
1045040,successful coaching,en-GB, rainer_martens human_kinetics en-GB coaching coach coaches athletes coachsuccessful
1088858,science and practice of strength training,eng, vladimir_m._zatsiorsky human_kinetics_publishers eng strength athletespecific athletes training trained
1062409,teaching rhythmic gymnastics: a developmentally appropriate apprch,eng, heather_c._palmer human_kinetics_publishers eng gymnastics rhythmic routinesthis movements rhythm
1044807,yoga anatomy,eng, leslie_kaminoff human_kinetics_publishers eng yoga breathing poses bodywork breathcentered
1041010,the exercise habit,eng, james__gavin human_kinetics_publishers eng exercise lifestyle book commitment lifelong
1033687,diet and human immune function,eng, david_a._hughes humana eng nutritional nutrition dietary immune vitamins
1004014,cult vegas: the weirdest! the wildest! the swingin’est town on earth!,eng, mike_weatherford huntington_press eng vegas las sinatra elvis lounge
1060839,the stars' tennis balls,eng, stephen_fry hutchinson eng neds ned tennis novel balls
1080103,jitterbug jam: a monster tale,eng, barbara_jean_hicks hutchinson_children's_books eng bobo prejudice boodad monster grandpa
1005925,"a day that changed america: gettysburg (november 19, 1863)",eng, shelley_tanaka hyperion eng gettysburg 1863 confederate battle lincoln
1004386,the doors: the complete illustrated lyrics,eng, danny_sugerman hyperion eng doors book books magazine history
1058798,i'm not really here,eng, tim_allen hyperion eng tim quantum bestseller selfdiscovery universe
1065476,cinderella,eng, william_wegman hyperion_books eng fairytale weimaraners wegman stepmother tale
1064860,little cricket,en-US, jackie_brown hyperion_books en-US novel vietnamese thai crickethas kia
1033662,"peter and the starcatchers (peter and the starcatchers, #1)",eng,"peter_and_the_starcatchers,_#1 dave_barry hyperion_books eng orphan peter island pirates treasure"
1028743,2003 espn sports almanac: the definitive sports reference book,eng, gerry_brown hyperion_books eng espn espns sports sportbysport almanac
1002708,"firesong (wind on fire trilogy, #3)",eng,"wind_on_fire_trilogy,_#3 william_nicholson hyperion_books_for_children eng trilogy kestrel bowman prophetess smarties"
1024467,mystery bottle,en-US, kristen_balouch hyperion_books_for_children en-US gift bottle bazorg baba mountains
1020421,"the final eclipse (daughters of the moon, #13)",eng,"daughters_of_the_moon,_#13 lynne_ewing hyperion_books_for_children eng vanessas vanessa daughters tiana serena"
1010577,imagining the end: visions of apocalypse from the ancient middle east to modern america,eng, abbas_amanat i._b._tauris eng millennialism zoroastrianism apocalyptic judaism apocalypse
1021914,"maunsell king arthur class (locomotives in detail, #4)",eng,"locomotives_in_detail,_#4 peter__swift ian_allan_publishing eng locomotives locomotive railway bulleid 1923"
1024939,the lady vanishes,eng, ethel_lina_white ibooks eng hitchcock suspense novel iris disappearance
1083330,terminator 2 judgment day: the graphic novel,eng, gregory_wright ibooks eng terminator connor kyle reese cyborg
1051340,"deuces down (wild cards, #16)",eng,"wild_cards,_#16 george_r.r._martin ibooks eng wild cards unusual alien jokers"
1051341,"wild cards (wild cards, #1)",eng,"wild_cards,_#1 george_r.r._martin ibooks eng literature fiction novelette alien martinthirty"
1017536,the best time travel stories of all time,eng, barry_n._malzberg ibooks eng stories island battle travel author
1077950,"goong: the royal palace, vol. 3 (goong, #3)",eng,"goong,_#3 so_hee_park ice_kunion eng chaekyung princes princess shin confession"
1079079,media studies (introducing),eng, ziauddin_sardar icon_books eng media studies research history industry
1008483,"chicanos, volume 2",eng, carlos_trillo idw_publishing eng chicanos jalisco carlos mexican detective
1001382,transformers: megatron origin,eng, eric_holmes idw_publishing eng megatron transformers decepticon faction leader
1073493,the meaning of tradition,en-US, yves_congar ignatius_press en-US scripture catholics theologian christianity biblical
1019767,saint elizabeth's three crowns,en-US, blanche_jennings_thompson ignatius_press en-US elizabeth saint princess queen daughter
1039250,alvin's secret code,eng, clifford_b._hicks ignatius_press eng alvin alvins cryptography mysteryeven mystery
1006140,the tree,eng, dana___lyons illumination_arts_publishing_company eng forest tree river haunting rivers
1059227,the question & answer catholic catechism,en-GB, john_a._hardon image en-GB catholicism catholic sacraments catechism liturgykeeping
1020032,"invincible, vol. 9: out of this world",eng, robert_kirkman image_comics eng allen alien viltrumites viltrumite earth
1086113,outlaw nation,eng, jamie_delano image_comics eng fictionwriter johnson recover saga disappeared
1016178,frank frazetta's death dealer deluxe hc,eng, joshua_ortega image_comics eng iparsia kingdoms painting dark ancient
1010396,"spawn collection, vol. 5",eng, todd_mcfarlane image_comics eng villains mcfarlane antihero archetypal spawn
1085771,"the walking dead, vol. 7: the calm before",eng, robert_kirkman image_comics eng survival epidemic apocalyptic world responsibility
1096662,the coming of the walrus,eng, james__riordan image_workshop eng hendrix jimi elvis 1960s beatles
1072375,"junie b. jones collection (junie b. jones, #1-4)",en-US,"junie_b._jones,_#1-4 barbara_park imagination_studio en-US junie kindergartner spyingjunie shes sneaky"
1098416,sofia gubaidulina: a biography,eng, michael_kurtz indiana_university_press eng gubaidulina gubaidulinas composer musical russian
1052239,being and logos: reading the platonic dialogues,eng, john_sallis indiana_university_press eng philosophical dialoguesthe logos philosopher dialogues
1053023,"the forty-five guardsmen (the last valois, #3)",eng,"the_last_valois,_#3 alexandre_dumas indypublish.com eng maquet danjou anjou fortyfive villerscotterets"
1007616,no ordinary love: a true story of marriage and basketball!,eng, doug_christie infinite_love_publishing eng christie doug athlete playerjackie michael
1093361,"the encyclopedia of erotic wisdom: a reference guide to the symbolism, techniques, rituals, sacred texts, psychology, anatomy, and history of sexuality",eng, rufus_c._camphausen inner_traditions_international eng sexuality erotic sexual sacred spiritual
1096079,the far out fairies (phonics comics),eng, judy_katschke innovative_kids eng fairies fairiesintraining comics phonics farout
1077274,bleak house,eng," charles_dickens insel,_frankfurt eng dickens bleak novel victorian novelist"
1002971,"peak states of consciousness: theory and applications, volume 1: breakthrough techniques for exceptional quality of life",en-GB, grant_mcfetridge institute_for_the_study_of_peak_states_press en-GB spiritual spirituality shamanism therapy heal
1068428,a history of st. kitts: the sweet trade,eng, vincent_k._hubbard interlink_publishing_group eng indies colony british west history
1086654,passport to world band radio,eng, lawrence_magne international_broadcasting_services eng radio band world listeners passport
1035020,islamic thought: an approach to reform,eng, taha_jabir_al-alwani international_institute_of_islamic_thought eng islamic islam positivism epistemological philosophies
1043837,know why you believe,eng, paul_e._little intervarsity_press eng scripture christianity miracles archaeology christian
1048848,moral darwinism: how we became hedonists,en-US, benjamin_wiker intervarsity_press en-US euthanasia abortion infanticide darwinism morality
1076015,"bag style: 20 inspirational handbags, totes, and carry-alls to knit and crochet",eng, pam_allen interweave_press eng knitwear knitter designers crafters bag
1051063,"weldon's practical needlework, volume 1",eng, piecework_magazine interweave_press eng needlework knitting victorian magazine illustrations
1049144,beading on a loom,en-US, don_pierce interweave_press en-US loomwork beadwork loom weaving beads
1014170,crafting and executing strategy: the quest for competitive advantage: concepts and cases [with online learning access code],eng, arthur_a._thompson_jr. irwin/mcgraw-hill eng strategy competitive business advantage gambles
1058053,the sound and the fury,eng, william_faulkner isis_audio_books eng faulkner fury novels voices literature
1053211,all souls,eng, michael_patrick_macdonald isis_large_print_books eng macdonald irish roaches boston rats
1056794,red leaves,eng, thomas_h._cook isis_large_print_books eng eric moore keith innocent innocence
1055923,heart of the west,eng, penelope_williamson island_books eng clementine fiction penny destined williamson
1099830,betrayal of science and reason: how anti-environmental rhetoric threatens our future,eng, paul_r._ehrlich island_press eng scientists environment ehrlich sciencebased anne
1007836,large carnivores and the conservation of biodiversity,eng, justina_c._ray island_press eng carnivores biodiversity conservation ecology predation
1008498,shoutin' into the fog: growing up on maine's ragged edge,eng, thomas__hanna islandport_press eng fog memoir maine book swamp
1045535,bloody sundays: inside the rough-and-tumble world of the nfl,eng, mike_____freeman it_books eng nfl sportswriter freeman sundays gruden
1013460,ten rings: my championship seasons,eng, yogi_berra it_books eng baseballs baseball yankees rings dodgers
1001507,memories of john lennon,eng, yoko_ono it_books eng lennon lennons yoko beatles artists
1098341,"uncle sean (the continuing journals of will barnett, #1)",en-GB,"the_continuing_journals_of_will_barnett,_#1 ronald_l._donaghe iuniverse en-GB wills novel fourteenyearoldthe fourteenyearold book"
1007334,"the doomfarers of coramonde (coramonde, #1)",eng,"coramonde,_#1 brian_daley iuniverse eng magician sorceress wizards magic gil"
1051162,enemy mine,eng, barry_b._longyear iuniverse eng alien enemy fox dennis nebula
1045717,"warrior priest of dmon-li (the morcyth saga, #3)",eng,"the_morcyth_saga,_#3 brian_s._pratt iuniverse eng james dmonli kingdom miko warrior"
1058013,zen and the art of foosball: a beginner's guide to table soccer,en-GB, charles____lee iuniverse en-GB play playing foosball sport ball
1006464,altered realities,eng, mark_a._roeder iuniverse eng marshall marshalls altered cast realities
1006463,someone is watching,eng, mark_a._roeder iuniverse_star eng ethan ethans wrestler tormentor nightmare
1088589,the long season,eng, jim_brosnan ivan_r._dee_publisher eng baseball pitcher book spring books
1072515,derrida in 90 minutes,eng, paul_strathern ivan_r._dee_publisher eng philosopher philosophical books readingrichard book
1028284,the servant of two masters,eng, carlo_goldoni ivan_r._dee_publisher eng servant louise serve commedia dorothy
1028761,the message of isaiah,eng, barry_g._webb ivp_academic eng isaiah prophecy testament biblicaltheological israel
1092911,the old testament documents: are they reliable and relevant?,eng, walter_c._kaiser_jr. ivp_academic eng testament faith christianity teachings judah
1062230,the prince of pleasure,en-GB, nicole_jordan ivy en-GB mistress pleasureseeker seduction seductive betrayal
1069110,"jazz funeral (skip langdon, #3)",eng,"skip_langdon,_#3 julie_smith ivy_books eng homicide detective murderer murder funeral"
1058572,dying young,eng, marti_leimbach ivy_books eng victor leukemia romance love life
1043687,"blossom (burke, #5)",eng,"burke,_#5 andrew_vachss ivy_books eng burke virgils murders virgil killer"
1004694,a masterpiece reconstructed: the hours of louis xii,eng, thomas_kren j._paul_getty_museum eng paintings louis bourdichon bourdichons painting
1026366,the adventures of tom sawyer (everyman's library),eng, mark_twain j.m._dent_&_sons_ltd eng sawyer twain adventure adventures book
1022529,horse structure and movement,eng, r.h._smythe ja_allen eng horse spinal bones anatomical injuries
1042373,flower school,eng, paula_pryke jacqui_small eng floristry floral flower techniques cuttingedge
1030659,research in accounting and emerging economies: volume 4,eng, r.s._olusegun_wallace jai_press_inc. eng accounting economies emerging international development
1080427,the first principle: talks on zen,eng, osho jaico_publishing_house eng zen discourseschapters10 discourses discoursestalkslettersfrom osho
1017556,"how to draw manga, volume 6: martial arts & combat sports",eng, hikaru_hayashi japan_publications_(jp) eng drawing draw animals images figures
1026962,quick & easy japanese cuisine for everyone (quick & easy cookbooks),eng, yukiko_moriyama japan_publications_trading eng cooking japanese tasting book authentic
1076807,succeeding with interventions for asperger syndrome adolescents: a guide to communication and socialisation in interaction therapy,eng, michael_____fitzgerald jessica_kingsley_publishers eng asperger therapists adolescents competence socialisation
1085139,"signal, meaning, and message: perspectives on sign-based linguistics (studies in functional and structural linguistics, v. 48)",eng, wallis_reid john_benjamins_publishing_company eng linguistics syntactic semanticists phonotactic languages
1025607,claire king: confessions of a bad girl,eng, claire___king john_blake eng claire emmerdale diva kim cast
1033433,states of mind,eng," brad_herzog john_f._blair,_publisher eng hatfields journey brad travels generation"
1086286,the creator's map,eng, emilio_calderón john_murray eng novel rome intrigue architect map
1010553,the bank credit analysis handb,eng, jonathan_golin john_wiley_&_sons eng bankers banks bank analysts creditworthy
1043642,stairways to the stars: skywatching in three great ancient cultures,eng, anthony_f._aveni john_wiley_&_sons eng astronomy mayan archaeoastronomy stairways stonehenge
1089771,icon steve jobs: the greatest second act in the history of business,en-US, jeffrey_s._young john_wiley_&_sons en-US pixar apple disney animation industry
1007617,introduction geophysical explo,eng, philip_kearey john_wiley_&_sons eng geophysical geophysics groundwater geologists instrumentation
1058277,investing for canadians for dummies,eng, eric_tyson john_wiley_&_sons eng investment funds stock market bonds
1021963,the warren buffett way,eng, robert_g._hagstrom john_wiley_&_sons eng buffett buffetts buffet investing investments
1005477,"walk softly and carry a big idea: a fable: the seven lessons to finding meaning, passion and balance in your life and work",eng, don_____jones john_wiley_&_sons eng fable inspirationwisdom manage tale inspiring
1003818,"psychology & the soul: a study of the origin, conceptual evolution & nature of the soul",en-US, otto_rank johns_hopkins_university_press en-US souls soul consciousness otto psychology
1052781,body and story: the ethics and practice of theoretical conflict,eng, richard_terdiman johns_hopkins_university_press eng postmodernism enlightenment postmodern ideasenlightenment terdiman
1003819,the myth of the birth of the hero: a psychological exploration of myth,eng, otto_rank johns_hopkins_university_press eng mythology psychoanalysis mythological psychoanalytical freud
1003688,"iron men, wooden women: gender and seafaring in the atlantic world, 1700-1920",eng, margaret_creighton johns_hopkins_university_press eng sailors seamen sailing ships whaling
1039159,reader-response criticism: from formalism to post-structuralism,eng, jane_tompkins johns_hopkins_university_press eng fish georges riffaterre stanley norman
1085436,the road to san giovanni,eng, italo_calvino jonathan_cape eng calvino gable calvinos autobiography giovanni
1052474,burning babylon,eng, michael_symmons_roberts jonathan_cape eng poems poetry greenham missile war
1012974,paula spencer,eng, roddy_doyle jonathan_cape eng novels novel paula doyle café
1024347,fall on your knees,eng, ann-marie_macdonald jonathan_cape_ltd eng scotia annmarie family breton macdonald
1062697,the way of analysis,eng, robert_s._strichartz jones_&_bartlett_publishers eng analysis lebesgue fourier introduction applications
1048289,new dimensions in women's health,eng, linda_lewis_alexander jones_&_bartlett_publishers eng ethnicities health epidemiological culturalethical cultures
1033318,unknown quantity: a real and imaginary history of algebra,eng, john_derbyshire joseph_henry_press eng algebraists mathematics algebra algebraic mathematical
1065710,creating an environment for successful projects,eng, robert_j._graham jossey-bass eng projects management portfolio organizational development
1004975,"vengeance day (the guardians, #9)",eng,"the_guardians,_#9 richard_austin jove eng guardians hunters traitors slaughter commandos"
1031353,from the heart (3-in-1),en-US, nora_roberts jove en-US author novel nora writer born
1031352,a little fate,eng, nora_roberts jove eng witching wizardgods kingdom medieval spell
1058517,"tears of passion, tears of shame",eng, rochelle_leslie jove eng natal fought beauty desireto darkhaired
1026110,"truth or dare (whispering springs, #2)",en-US,"whispering_springs,_#2 jayne_ann_krentz jove en-US krentz jayne dare ann author"
1068546,"bliss (de saint vallier brothers, #1)",eng,"de_saint_vallier_brothers,_#1 judy_cuevas jove eng hannah soul beauty lovethen passion"
1017522,"isle of lies (scottish duo, #1)",eng,"scottish_duo,_#1 donna_fletcher jove eng maclean glencoe ian cameron scottish"
1030900,bitter sweet,en-US, lavyrle_spencer jove en-US bestsellershattered maggie longing affair grief
1025681,"my hero (knights of de ware, #3)",eng,"knights_of_de_ware,_#3 glynnis_campbell jove eng brooding heirs wealthy noble garth"
1024937,honest illusions,eng, nora_roberts jove eng illusions magician author nora secrets
1054073,bewitched,eng, susan_krinard jove_books eng romance moonlight spellbinding names magic
1004086,"immortality (immortal witches, #0.5)",eng,"immortal_witches,_#0.5 maggie_shayne jove_books eng immortal witches puabi maggie trilogy"
1012632,"guilty pleasures (anita blake, vampire hunter, #1)",eng,"anita_blake,_vampire_hunter,_#1 laurell_k._hamilton jove_books eng vampire anita blake fear jeanclaude"
1012626,"the cove (fbi thriller, #1)",eng,"fbi_thriller,_#1 catherine_coulter jove_books eng sally murder sanctuary corpses st"
1007924,science + fiction: between nanoworlds and global culture,eng, stefan_iglhaut jovis_verlag eng fiction science artistic media modern
1087827,the psychic explorer: a practical guide to modern magic,eng, jonathan_cainer judy_piatkus eng magicastrology divinationpalmistry spells magic telepathic
